,RESELLER,GENDER,BRAND,LM_Ratings,LM_Positive
0,Leksusgold,Woman,Caravelle,7,1.0
4,Leksusgold,Man,Timberland,7,1.0
22,Leksusgold,Unisex,Timberland,7,1.0
25,Leksusgold,Man,Casio,7,1.0
26,Leksusgold,Woman,Esprit,7,1.0
31,Leksusgold,Man,Balticus,7,1.0
32,Leksusgold,Woman,Michael Kors,7,1.0
33,Leksusgold,Man,Adriatica,7,1.0
35,Leksusgold,Man,TOMMY HILFIGER,7,1.0
38,Leksusgold,Man,Lorus,7,1.0
42,Leksusgold,Man,Diesel,7,1.0
43,Leksusgold,Woman,Guess,7,1.0
55,Leksusgold,Woman,Bulova,7,1.0
56,Leksusgold,Woman,Garett,7,1.0
57,Leksusgold,Woman,Daniel Wellington,7,1.0
90,Leksusgold,Man,Tissot,7,1.0
92,Leksusgold,Woman,Tissot,7,1.0
98,Leksusgold,Man,Tommy Hilfiger,7,1.0
99,Leksusgold,Woman,Tommy Hilfiger,7,1.0
117,Leksusgold,Woman,Casio,7,1.0
131,Leksusgold,Woman,Adriatica,7,1.0
156,Leksusgold,Man,LACOSTE,7,1.0
157,Leksusgold,Man,Lacoste,7,1.0
159,Leksusgold,Woman,Lacoste,7,1.0
188,Leksusgold,Woman,Q&Q,7,1.0
193,Leksusgold,Woman,Lorus,7,1.0
204,Leksusgold,Man,Caravelle,7,1.0
251,Leksusgold,Unisex,Lacoste,7,1.0
257,Leksusgold,Man,Maserati,7,1.0
263,Leksusgold,Woman,Maserati,7,1.0
389,Leksusgold,Woman,Bruno Calvani,7,1.0
393,Zegarek,Woman,Caravelle,349,0.98
395,Zegarek,Man,Kronaby,349,0.98
409,Zegarek,Woman,Kronaby,349,0.98
424,Zegarek,Unisex,Furla,349,0.98
466,Zegarek,Man,Swiss Military Hanowa,349,0.98
468,Zegarek,Man,Victorinox,349,0.98
470,Zegarek,Man,Festina,349,0.98
481,Zegarek,Woman,Festina,349,0.98
521,Zegarek,Man,FESTINA,349,0.98
1169,Zegarek,Man,Skagen,349,0.98
1203,Zegarek,Unisex,Festina,349,0.98
1280,Zegarek,Woman,Anne Klein,349,0.98
1289,Zegarek,Man,Knock Nocky,349,0.98
1297,Zegarek,Woman,Knock Nocky,349,0.98
1343,Zegarek,Woman,Sheen,349,0.98
1347,Zegarek,Woman,Lotus,349,0.98
1381,Zegarek,Man,Sekonda,349,0.98
1383,Zegarek,Woman,Sekonda,349,0.98
1427,Zegarek,Man,Police,349,0.98
1442,Zegarek,Woman,Police,349,0.98
1509,Zegarek,Man,Junghans,349,0.98
1516,Zegarek,Woman,Junghans,349,0.98
1517,Zegarek,Man,Timberland,349,0.98
1520,Zegarek,Woman,Timberland,349,0.98
1594,Zegarek,Unisex,Timberland,349,0.98
1602,Zegarek,Man,Delbana,349,0.98
1673,Zegarek,Woman,Nixon,349,0.98
1674,Zegarek,Man,Nixon,349,0.98
1676,Zegarek,Unisex,Scuderia Ferrari,349,0.98
1677,Zegarek,Unisex,Ferrari,349,0.98
1679,Zegarek,Man,Scuderia Ferrari,349,0.98
1680,Zegarek,Man,Ferrari,349,0.98
1702,Zegarek,Man,Sturmanskie,349,0.98
1751,Zegarek,Woman,Sturmanskie,349,0.98
1785,Zegarek,Man,Jaguar,349,0.98
1824,Zegarek,Woman,Jaguar,349,0.98
1864,Zegarek,Man,Davosa,349,0.98
1870,Zegarek,Woman,Davosa,349,0.98
1895,Zegarek,Woman,Versus,349,0.98
1915,Zegarek,Man,Versus,349,0.98
1969,Zegarek,Unisex,Versus,349,0.98
1981,Zegarek,Man,Certina,349,0.98
1985,Zegarek,Woman,Certina,349,0.98
1997,Zegarek,Man,Orient,349,0.98
2059,Zegarek,Man,Invicta,349,0.98
2102,Zegarek,Woman,Invicta,349,0.98
2129,Zegarek,Unisex,Invicta,349,0.98
2183,Zegarek,Woman,Victorinox,349,0.98
2233,Zegarek,Man,adidas,349,0.98
2236,Zegarek,Woman,adidas,349,0.98
2237,Zegarek,Unisex,adidas,349,0.98
2245,Zegarek,Man,Junkers,349,0.98
2246,Zegarek,Man,Iron Annie,349,0.98
2268,Zegarek,Man,Jack Pierre,349,0.98
2272,Zegarek,Woman,Marc Jacobs,349,0.98
2276,Zegarek,Man,Timex,349,0.98
2278,Zegarek,Woman,Timex,349,0.98
2280,Zegarek,Man,Casio,349,0.98
2285,Zegarek,Man,Swatch,349,0.98
2287,Zegarek,Woman,Michael Kors,349,0.98
2293,Zegarek,Man,Diesel,349,0.98
2295,Zegarek,Woman,Guess,349,0.98
2296,Zegarek,Woman,Paul Hewitt,349,0.98
2299,Zegarek,Man,Emporio Armani,349,0.98
2318,Zegarek,Man,Lorus,349,0.98
2323,Zegarek,Man,Q&Q,349,0.98
2326,Zegarek,Man,Vostok Europe,349,0.98
2327,Zegarek,Man,Vostok,349,0.98
2333,Zegarek,Woman,Esprit,349,0.98
2347,Zegarek,Woman,CASIO,349,0.98
2352,Zegarek,Man,Fossil,349,0.98
2353,Zegarek,Unisex,Swatch,349,0.98
2360,Zegarek,Man,Bulova,349,0.98
2374,Zegarek,Woman,MICHAEL KORS,349,0.98
2396,Zegarek,Man,Tissot,349,0.98
2422,Zegarek,Man,Rubicon,349,0.98
2433,Zegarek,Man,Guess,349,0.98
2475,Zegarek,Man,Nautica,349,0.98
2483,Zegarek,Man,Obaku,349,0.98
2485,Zegarek,Man,Danish Design,349,0.98
2489,Zegarek,Man,Adriatica,349,0.98
2490,Zegarek,Man,Armani Exchange,349,0.98
2491,Zegarek,Man,Armani_AX,349,0.98
2494,Zegarek,Man,Le Temps,349,0.98
2502,Zegarek,Woman,Lorus,349,0.98
2528,Zegarek,Woman,Q&Q,349,0.98
2543,Zegarek,Man,Pulsar,349,0.98
2558,Zegarek,Man,CASIO,349,0.98
2559,Zegarek,Man,Hugo Boss,349,0.98
2578,Zegarek,Man,ORIENT,349,0.98
2607,Zegarek,Man,Michael Kors,349,0.98
2644,Zegarek,Man,Ball,349,0.98
2679,Zegarek,Woman,Casio,349,0.98
2684,Zegarek,Man,Aviator,349,0.98
2693,Zegarek,Woman,Orient,349,0.98
2703,Zegarek,Man,FOSSIL,349,0.98
2732,Zegarek,Man,Lor,349,0.98
2783,Zegarek,Woman,LACOSTE,349,0.98
2784,Zegarek,Woman,Lacoste,349,0.98
2786,Zegarek,Man,Lacoste,349,0.98
2815,Zegarek,Man,Bisset,349,0.98
2828,Zegarek,Man,Traser,349,0.98
2852,Zegarek,Man,Grovana,349,0.98
2865,Zegarek,Woman,Daniel Wellington,349,0.98
2919,Zegarek,Man,Jacques Lemans,349,0.98
2955,Zegarek,Man,Esprit,349,0.98
3082,Zegarek,Man,Qq,349,0.98
3120,Zegarek,Man,Glycine,349,0.98
3123,Zegarek,Woman,Meller,349,0.98
3147,Zegarek,Man,Fila,349,0.98
3186,Zegarek,Man,Mark Maddox,349,0.98
3212,Zegarek,Man,Pierre Ricaud,349,0.98
3337,Zegarek,Man,Versace,349,0.98
3515,Zegarek,Man,Cerruti,349,0.98
3516,Zegarek,Man,Burberry,349,0.98
3551,Zegarek,Unisex,Skagen,349,0.98
3552,Zegarek,Woman,Skagen,349,0.98
3783,Zegarek,Man,Atlantic,349,0.98
3785,Zegarek,Woman,Fossil,349,0.98
3786,Zegarek,Man,Paul Hewitt,349,0.98
3787,Zegarek,Woman,Armani Exchange,349,0.98
3788,Zegarek,Woman,Armani_AX,349,0.98
3823,Zegarek,Unisex,Armani Exchange,349,0.98
4039,Zegarek,Woman,GUESS,349,0.98
4081,Zegarek,Unisex,Guess,349,0.98
4180,Zegarek,Woman,Opex,349,0.98
4284,Zegarek,Woman,DKNY,349,0.98
4290,Zegarek,Woman,Dkny,349,0.98
4299,Zegarek,Unisex,DKNY,349,0.98
4341,Zegarek,Woman,Versace,349,0.98
4495,Zegarek,Woman,Bulova,349,0.98
4496,Zegarek,Woman,Ted Baker,349,0.98
4499,Zegarek,Man,Ted Baker,349,0.98
4533,Zegarek,Unisex,Ted Baker,349,0.98
4593,Zegarek,Man,Meller,349,0.98
4597,Zegarek,Unisex,Meller,349,0.98
4663,Zegarek,Unisex,Fossil,349,0.98
4861,Zegarek,Unisex,Paul Hewitt,349,0.98
5001,Zegarek,Woman,Vostok Europe,349,0.98
5022,Zegarek,Woman,Vostok,349,0.98
5422,Zegarek,Unisex,Timex,349,0.98
6157,Zegarek,Woman,Cerruti,349,0.98
6158,Zegarek,Woman,Burberry,349,0.98
6179,Zegarek,Woman,Garett,349,0.98
6184,Zegarek,Woman,Swatch,349,0.98
6238,Zegarek,Man,Flik Flak,349,0.98
6240,Zegarek,Man,Star Wars,349,0.98
6426,Zegarek,Woman,Le Temps,349,0.98
6613,Zegarek,Unisex,Esprit,349,0.98
6698,Zegarek,Woman,Tissot,349,0.98
6725,Zegarek,Woman,Obaku,349,0.98
7167,Zegarek,Man,Candino,349,0.98
7176,Zegarek,Woman,Candino,349,0.98
7287,Zegarek,Woman,Triwa,349,0.98
7291,Zegarek,Man,Triwa,349,0.98
7295,Zegarek,Unisex,Triwa,349,0.98
7468,Zegarek,Man,Lotus,349,0.98
7604,Zegarek,Woman,Rubicon,349,0.98
7771,Zegarek,Woman,Tommy Hilfiger,349,0.98
7775,Zegarek,Woman,Mockberg,349,0.98
7781,Zegarek,Woman,Michel Herbelin,349,0.98
7797,Zegarek,Man,Michel Herbelin,349,0.98
7826,Zegarek,Unisex,Diesel,349,0.98
7832,Zegarek,Woman,Diesel,349,0.98
8081,Zegarek,Woman,Emporio Armani,349,0.98
8155,Zegarek,Unisex,Casio,349,0.98
8194,Zegarek,Woman,Bisset,349,0.98
8256,Zegarek,Woman,OBAKU,349,0.98
8307,Zegarek,Woman,Nautica,349,0.98
8452,Zegarek,Man,LORUS,349,0.98
8898,Zegarek,Man,Calypso,349,0.98
9241,Zegarek,Woman,Qq,349,0.98
9589,Zegarek,Unisex,Lorus,349,0.98
9652,Zegarek,Unisex,Lacoste,349,0.98
9981,Zegarek,Woman,Pierre Ricaud,349,0.98
10046,Zegarek,Woman,LORUS,349,0.98
10263,Zegarek,Man,EMPORIO ARMANI,349,0.98
10751,Zegarek,Woman,Fila,349,0.98
10752,Zegarek,Unisex,Fila,349,0.98
10814,Zegarek,Man,Aerowatch,349,0.98
10815,Zegarek,Woman,Balezza Mrs,349,0.98
10819,Zegarek,Woman,Grovana,349,0.98
11289,Zegarek,Woman,Danish Design,349,0.98
11472,Zegarek,Man,Anne Klein,349,0.98
11993,Zegarek,Woman,Calypso,349,0.98
12080,Zegarek,Woman,Mark Maddox,349,0.98
12222,Zegarek,Woman,Ball,349,0.98
12262,Zegarek,Man,Maserati,349,0.98
12268,Zegarek,Man,Avi-8,349,0.98
12304,Zegarek,Woman,Adriatica,349,0.98
12837,Zegarek,Unisex,Nautica,349,0.98
13859,Zegarek,Woman,Traser,349,0.98
13964,Zegarek,Woman,Aviator,349,0.98
14109,Zegarek,Woman,Pulsar,349,0.98
14112,Zegarek,Woman,Thom Olson,349,0.98
14113,Zegarek,Unisex,Thom Olson,349,0.98
14127,Zegarek,Man,Wenger,349,0.98
14140,Zegarek,Woman,Wenger,349,0.98
14188,Zegarek,Man,Balticus,349,0.98
14479,Zegarek,Unisex,Michael Kors,349,0.98
14713,Zegarek,Woman,Jacques Lemans,349,0.98
14737,Zegarek,Unisex,Jacques Lemans,349,0.98
15333,Luxtime,Woman,Caravelle,4,1.0
15335,Luxtime,Man,Kronaby,4,1.0
15349,Luxtime,Woman,Kronaby,4,1.0
15364,Luxtime,Unisex,Furla,4,1.0
15406,Luxtime,Man,Swiss Military Hanowa,4,1.0
15408,Luxtime,Man,Victorinox,4,1.0
15410,Luxtime,Man,Festina,4,1.0
15421,Luxtime,Woman,Festina,4,1.0
15461,Luxtime,Man,FESTINA,4,1.0
16101,Luxtime,Man,Skagen,4,1.0
16135,Luxtime,Unisex,Festina,4,1.0
16210,Luxtime,Woman,Anne Klein,4,1.0
16219,Luxtime,Man,Knock Nocky,4,1.0
16227,Luxtime,Woman,Knock Nocky,4,1.0
16270,Luxtime,Woman,Sheen,4,1.0
16274,Luxtime,Woman,Lotus,4,1.0
16308,Luxtime,Man,Sekonda,4,1.0
16310,Luxtime,Woman,Sekonda,4,1.0
16351,Luxtime,Man,Police,4,1.0
16365,Luxtime,Woman,Police,4,1.0
16432,Luxtime,Man,Junghans,4,1.0
16439,Luxtime,Woman,Junghans,4,1.0
16440,Luxtime,Man,Timberland,4,1.0
16443,Luxtime,Woman,Timberland,4,1.0
16521,Luxtime,Unisex,Timberland,4,1.0
16530,Luxtime,Man,Delbana,4,1.0
16535,Luxtime,Man,Adriatica,4,1.0
16602,Luxtime,Woman,Nixon,4,1.0
16603,Luxtime,Man,Nixon,4,1.0
16605,Luxtime,Unisex,Scuderia Ferrari,4,1.0
16606,Luxtime,Unisex,Ferrari,4,1.0
16608,Luxtime,Man,Scuderia Ferrari,4,1.0
16609,Luxtime,Man,Ferrari,4,1.0
16631,Luxtime,Man,Sturmanskie,4,1.0
16679,Luxtime,Woman,Sturmanskie,4,1.0
16715,Luxtime,Man,Jaguar,4,1.0
16754,Luxtime,Woman,Jaguar,4,1.0
16794,Luxtime,Man,Davosa,4,1.0
16800,Luxtime,Woman,Davosa,4,1.0
16825,Luxtime,Woman,Versus,4,1.0
16847,Luxtime,Man,Versus,4,1.0
16901,Luxtime,Unisex,Versus,4,1.0
16912,Luxtime,Man,Orient,4,1.0
16914,Luxtime,Man,Invicta,4,1.0
16957,Luxtime,Woman,Invicta,4,1.0
16983,Luxtime,Unisex,Invicta,4,1.0
17038,Luxtime,Woman,Victorinox,4,1.0
17088,Luxtime,Man,adidas,4,1.0
17091,Luxtime,Woman,adidas,4,1.0
17092,Luxtime,Unisex,adidas,4,1.0
17100,Luxtime,Man,Junkers,4,1.0
17101,Luxtime,Man,Iron Annie,4,1.0
17123,Luxtime,Man,Jack Pierre,4,1.0
17127,Luxtime,Woman,Marc Jacobs,4,1.0
17131,Luxtime,Man,Timex,4,1.0
17133,Luxtime,Woman,Timex,4,1.0
17138,Luxtime,Man,Casio,4,1.0
17140,Luxtime,Woman,Michael Kors,4,1.0
17147,Luxtime,Man,Diesel,4,1.0
17149,Luxtime,Woman,Guess,4,1.0
17150,Luxtime,Woman,Paul Hewitt,4,1.0
17162,Luxtime,Man,Lorus,4,1.0
17167,Luxtime,Man,Q&Q,4,1.0
17170,Luxtime,Man,Vostok Europe,4,1.0
17171,Luxtime,Man,Vostok,4,1.0
17177,Luxtime,Woman,Esprit,4,1.0
17187,Luxtime,Woman,CASIO,4,1.0
17192,Luxtime,Man,Fossil,4,1.0
17199,Luxtime,Man,Bulova,4,1.0
17211,Luxtime,Woman,MICHAEL KORS,4,1.0
17246,Luxtime,Man,Rubicon,4,1.0
17254,Luxtime,Man,Guess,4,1.0
17291,Luxtime,Man,Nautica,4,1.0
17297,Luxtime,Man,Obaku,4,1.0
17299,Luxtime,Man,Danish Design,4,1.0
17302,Luxtime,Man,Armani Exchange,4,1.0
17303,Luxtime,Man,Armani_AX,4,1.0
17306,Luxtime,Man,Le Temps,4,1.0
17311,Luxtime,Woman,Lorus,4,1.0
17336,Luxtime,Woman,Q&Q,4,1.0
17349,Luxtime,Man,Pulsar,4,1.0
17360,Luxtime,Man,CASIO,4,1.0
17374,Luxtime,Man,ORIENT,4,1.0
17401,Luxtime,Man,Michael Kors,4,1.0
17431,Luxtime,Man,Ball,4,1.0
17466,Luxtime,Man,Aviator,4,1.0
17475,Luxtime,Woman,Orient,4,1.0
17484,Luxtime,Man,FOSSIL,4,1.0
17507,Luxtime,Man,Lor,4,1.0
17554,Luxtime,Woman,LACOSTE,4,1.0
17555,Luxtime,Woman,Lacoste,4,1.0
17557,Luxtime,Man,Lacoste,4,1.0
17594,Luxtime,Man,Traser,4,1.0
17613,Luxtime,Man,Grovana,4,1.0
17625,Luxtime,Woman,Daniel Wellington,4,1.0
17627,Luxtime,Man,Jacques Lemans,4,1.0
17710,Luxtime,Man,Esprit,4,1.0
17775,Luxtime,Man,Emporio Armani,4,1.0
17793,Luxtime,Woman,Casio,4,1.0
17822,Luxtime,Man,Qq,4,1.0
17857,Luxtime,Man,Glycine,4,1.0
17860,Luxtime,Woman,Meller,4,1.0
17870,Luxtime,Man,Bisset,4,1.0
17878,Luxtime,Man,Fila,4,1.0
17910,Luxtime,Man,Mark Maddox,4,1.0
17931,Luxtime,Man,Pierre Ricaud,4,1.0
18038,Luxtime,Man,Versace,4,1.0
18198,Luxtime,Man,Cerruti,4,1.0
18199,Luxtime,Man,Burberry,4,1.0
18231,Luxtime,Unisex,Skagen,4,1.0
18232,Luxtime,Woman,Skagen,4,1.0
18464,Luxtime,Man,Paul Hewitt,4,1.0
18465,Luxtime,Woman,Armani Exchange,4,1.0
18466,Luxtime,Woman,Armani_AX,4,1.0
18502,Luxtime,Unisex,Armani Exchange,4,1.0
18713,Luxtime,Woman,GUESS,4,1.0
18755,Luxtime,Unisex,Guess,4,1.0
18854,Luxtime,Woman,Opex,4,1.0
18958,Luxtime,Woman,DKNY,4,1.0
18964,Luxtime,Woman,Dkny,4,1.0
18973,Luxtime,Unisex,DKNY,4,1.0
19017,Luxtime,Woman,Versace,4,1.0
19171,Luxtime,Woman,Ted Baker,4,1.0
19174,Luxtime,Man,Ted Baker,4,1.0
19208,Luxtime,Unisex,Ted Baker,4,1.0
19268,Luxtime,Man,Meller,4,1.0
19272,Luxtime,Unisex,Meller,4,1.0
19339,Luxtime,Unisex,Fossil,4,1.0
19341,Luxtime,Woman,Fossil,4,1.0
19536,Luxtime,Unisex,Paul Hewitt,4,1.0
19676,Luxtime,Woman,Vostok Europe,4,1.0
19699,Luxtime,Woman,Vostok,4,1.0
20089,Luxtime,Unisex,Timex,4,1.0
20820,Luxtime,Woman,Cerruti,4,1.0
20821,Luxtime,Woman,Burberry,4,1.0
20842,Luxtime,Woman,Garett,4,1.0
20846,Luxtime,Man,Daniel Wellington,4,1.0
20854,Luxtime,Woman,Le Temps,4,1.0
21044,Luxtime,Unisex,Esprit,4,1.0
21118,Luxtime,Woman,Obaku,4,1.0
21150,Luxtime,Man,Candino,4,1.0
21159,Luxtime,Woman,Candino,4,1.0
21270,Luxtime,Woman,Triwa,4,1.0
21274,Luxtime,Man,Triwa,4,1.0
21278,Luxtime,Unisex,Triwa,4,1.0
21450,Luxtime,Man,Lotus,4,1.0
21565,Luxtime,Woman,Rubicon,4,1.0
21734,Luxtime,Woman,Mockberg,4,1.0
21740,Luxtime,Woman,Michel Herbelin,4,1.0
21756,Luxtime,Man,Michel Herbelin,4,1.0
21785,Luxtime,Woman,Manfred Cracco,4,1.0
21786,Luxtime,Unisex,Diesel,4,1.0
21792,Luxtime,Woman,Diesel,4,1.0
22013,Luxtime,Woman,Emporio Armani,4,1.0
22074,Luxtime,Unisex,Casio,4,1.0
22104,Luxtime,Woman,Bisset,4,1.0
22162,Luxtime,Woman,OBAKU,4,1.0
22207,Luxtime,Woman,Nautica,4,1.0
22337,Luxtime,Man,LORUS,4,1.0
22750,Luxtime,Man,Calypso,4,1.0
23063,Luxtime,Woman,Qq,4,1.0
23365,Luxtime,Unisex,Lorus,4,1.0
23425,Luxtime,Unisex,Lacoste,4,1.0
23730,Luxtime,Woman,Pierre Ricaud,4,1.0
23787,Luxtime,Woman,LORUS,4,1.0
23992,Luxtime,Man,EMPORIO ARMANI,4,1.0
24457,Luxtime,Woman,Fila,4,1.0
24458,Luxtime,Unisex,Fila,4,1.0
24520,Luxtime,Man,Aerowatch,4,1.0
24522,Luxtime,Woman,Balezza Mrs,4,1.0
24526,Luxtime,Woman,Grovana,4,1.0
25003,Luxtime,Woman,Danish Design,4,1.0
25185,Luxtime,Man,Anne Klein,4,1.0
25694,Luxtime,Woman,Calypso,4,1.0
25718,Luxtime,Woman,Mark Maddox,4,1.0
25860,Luxtime,Woman,Ball,4,1.0
25904,Luxtime,Man,Avi-8,4,1.0
25940,Luxtime,Woman,Adriatica,4,1.0
26473,Luxtime,Unisex,Nautica,4,1.0
27476,Luxtime,Woman,Traser,4,1.0
27581,Luxtime,Woman,Aviator,4,1.0
27727,Luxtime,Woman,Thom Olson,4,1.0
27728,Luxtime,Unisex,Thom Olson,4,1.0
27742,Luxtime,Man,Wenger,4,1.0
27755,Luxtime,Woman,Wenger,4,1.0
27803,Luxtime,Man,Balticus,4,1.0
28072,Luxtime,Unisex,Michael Kors,4,1.0
28306,Luxtime,Woman,Jacques Lemans,4,1.0
28329,Luxtime,Unisex,Jacques Lemans,4,1.0
28843,Zegarkistyle,Woman,Caravelle,2,1.0
28845,Zegarkistyle,Man,Festina,2,1.0
28865,Zegarkistyle,Woman,Festina,2,1.0
28877,Zegarkistyle,Man,FESTINA,2,1.0
29217,Zegarkistyle,Man,Skagen,2,1.0
29268,Zegarkistyle,Woman,Anne Klein,2,1.0
29279,Zegarkistyle,Woman,Knock Nocky,2,1.0
29284,Zegarkistyle,Man,Knock Nocky,2,1.0
29306,Zegarkistyle,Woman,Sheen,2,1.0
29310,Zegarkistyle,Woman,Lotus,2,1.0
29344,Zegarkistyle,Man,Sekonda,2,1.0
29349,Zegarkistyle,Woman,Sekonda,2,1.0
29360,Zegarkistyle,Man,Police,2,1.0
29362,Zegarkistyle,Man,Timberland,2,1.0
29389,Zegarkistyle,Unisex,Timberland,2,1.0
29390,Zegarkistyle,Man,Delbana,2,1.0
29394,Zegarkistyle,Man,Adriatica,2,1.0
29419,Zegarkistyle,Man,Sturmanskie,2,1.0
29442,Zegarkistyle,Woman,Sturmanskie,2,1.0
29444,Zegarkistyle,Woman,Versus,2,1.0
29462,Zegarkistyle,Man,Orient,2,1.0
29464,Zegarkistyle,Man,Invicta,2,1.0
29486,Zegarkistyle,Woman,Invicta,2,1.0
29495,Zegarkistyle,Man,adidas,2,1.0
29496,Zegarkistyle,Man,Jack Pierre,2,1.0
29500,Zegarkistyle,Woman,Marc Jacobs,2,1.0
29504,Zegarkistyle,Man,Timex,2,1.0
29506,Zegarkistyle,Man,Casio,2,1.0
29511,Zegarkistyle,Woman,Michael Kors,2,1.0
29517,Zegarkistyle,Man,Diesel,2,1.0
29519,Zegarkistyle,Woman,Guess,2,1.0
29535,Zegarkistyle,Man,Lorus,2,1.0
29542,Zegarkistyle,Man,Vostok Europe,2,1.0
29543,Zegarkistyle,Man,Vostok,2,1.0
29548,Zegarkistyle,Woman,Esprit,2,1.0
29555,Zegarkistyle,Man,Fossil,2,1.0
29561,Zegarkistyle,Man,Bulova,2,1.0
29564,Zegarkistyle,Man,Q&Q,2,1.0
29574,Zegarkistyle,Woman,MICHAEL KORS,2,1.0
29633,Zegarkistyle,Man,Obaku,2,1.0
29635,Zegarkistyle,Man,Danish Design,2,1.0
29637,Zegarkistyle,Man,Armani Exchange,2,1.0
29638,Zegarkistyle,Man,Armani_AX,2,1.0
29641,Zegarkistyle,Woman,Lorus,2,1.0
29661,Zegarkistyle,Woman,Q&Q,2,1.0
29663,Zegarkistyle,Man,Nautica,2,1.0
29665,Zegarkistyle,Man,Pulsar,2,1.0
29668,Zegarkistyle,Man,Hugo Boss,2,1.0
29677,Zegarkistyle,Man,ORIENT,2,1.0
29692,Zegarkistyle,Man,Michael Kors,2,1.0
29718,Zegarkistyle,Man,Ball,2,1.0
29731,Zegarkistyle,Woman,Casio,2,1.0
29732,Zegarkistyle,Man,Aviator,2,1.0
29739,Zegarkistyle,Woman,Orient,2,1.0
29748,Zegarkistyle,Man,FOSSIL,2,1.0
29793,Zegarkistyle,Woman,LACOSTE,2,1.0
29794,Zegarkistyle,Woman,Lacoste,2,1.0
29811,Zegarkistyle,Man,Bisset,2,1.0
29827,Zegarkistyle,Man,Grovana,2,1.0
29831,Zegarkistyle,Man,Traser,2,1.0
29832,Zegarkistyle,Woman,Daniel Wellington,2,1.0
29864,Zegarkistyle,Woman,Timex,2,1.0
29879,Zegarkistyle,Man,Esprit,2,1.0
29912,Zegarkistyle,Man,Guess,2,1.0
29925,Zegarkistyle,Man,Emporio Armani,2,1.0
29946,Zegarkistyle,Man,Qq,2,1.0
29951,Zegarkistyle,Man,Jacques Lemans,2,1.0
29964,Zegarkistyle,Man,Glycine,2,1.0
29978,Zegarkistyle,Man,Le Temps,2,1.0
29997,Zegarkistyle,Man,Mark Maddox,2,1.0
30008,Zegarkistyle,Man,Pierre Ricaud,2,1.0
30016,Zegarkistyle,Man,Lacoste,2,1.0
30151,Zegarkistyle,Man,Cerruti,2,1.0
30152,Zegarkistyle,Man,Burberry,2,1.0
30170,Zegarkistyle,Woman,Skagen,2,1.0
30186,Zegarkistyle,Unisex,Skagen,2,1.0
30266,Zegarkistyle,Man,Atlantic,2,1.0
30268,Zegarkistyle,Woman,Fossil,2,1.0
30269,Zegarkistyle,Man,Paul Hewitt,2,1.0
30270,Zegarkistyle,Woman,Armani Exchange,2,1.0
30271,Zegarkistyle,Woman,Armani_AX,2,1.0
30364,Zegarkistyle,Woman,GUESS,2,1.0
30381,Zegarkistyle,Unisex,Guess,2,1.0
30426,Zegarkistyle,Woman,DKNY,2,1.0
30430,Zegarkistyle,Woman,Dkny,2,1.0
30438,Zegarkistyle,Unisex,DKNY,2,1.0
30561,Zegarkistyle,Unisex,Fossil,2,1.0
30639,Zegarkistyle,Woman,Vostok Europe,2,1.0
30640,Zegarkistyle,Woman,Vostok,2,1.0
30858,Zegarkistyle,Unisex,Timex,2,1.0
31324,Zegarkistyle,Woman,Cerruti,2,1.0
31325,Zegarkistyle,Woman,Burberry,2,1.0
31375,Zegarkistyle,Woman,Le Temps,2,1.0
31497,Zegarkistyle,Woman,Obaku,2,1.0
31525,Zegarkistyle,Woman,Candino,2,1.0
31526,Zegarkistyle,Man,Candino,2,1.0
31608,Zegarkistyle,Man,Lotus,2,1.0
31684,Zegarkistyle,Woman,Mockberg,2,1.0
31691,Zegarkistyle,Woman,Diesel,2,1.0
31704,Zegarkistyle,Unisex,Diesel,2,1.0
31837,Zegarkistyle,Woman,Emporio Armani,2,1.0
31893,Zegarkistyle,Unisex,Casio,2,1.0
31920,Zegarkistyle,Woman,Bisset,2,1.0
31993,Zegarkistyle,Man,CASIO,2,1.0
31995,Zegarkistyle,Woman,Nautica,2,1.0
32101,Zegarkistyle,Man,LORUS,2,1.0
32403,Zegarkistyle,Man,Calypso,2,1.0
32650,Zegarkistyle,Woman,Qq,2,1.0
32885,Zegarkistyle,Unisex,Lorus,2,1.0
33211,Zegarkistyle,Woman,LORUS,2,1.0
33562,Zegarkistyle,Woman,OBAKU,2,1.0
33633,Zegarkistyle,Woman,CASIO,2,1.0
33713,Zegarkistyle,Man,Aerowatch,2,1.0
33715,Zegarkistyle,Woman,Balezza Mrs,2,1.0
33719,Zegarkistyle,Woman,Grovana,2,1.0
33919,Zegarkistyle,Unisex,Lacoste,2,1.0
34055,Zegarkistyle,Woman,Danish Design,2,1.0
34162,Zegarkistyle,Man,Anne Klein,2,1.0
34437,Zegarkistyle,Woman,Calypso,2,1.0
34461,Zegarkistyle,Woman,Mark Maddox,2,1.0
34477,Zegarkistyle,Woman,Paul Hewitt,2,1.0
34523,Zegarkistyle,Woman,Ball,2,1.0
34541,Zegarkistyle,Woman,Adriatica,2,1.0
35148,Zegarkistyle,Woman,Traser,2,1.0
35267,Zegarkistyle,Woman,Pulsar,2,1.0
35269,Zegarkistyle,Woman,Thom Olson,2,1.0
35270,Zegarkistyle,Unisex,Thom Olson,2,1.0
35442,Zegarkistyle,Unisex,Michael Kors,2,1.0
35466,Zegarkistyle,Woman,Jacques Lemans,2,1.0
35927,E-Zegarki,Man,Kronaby,17,1.0
35929,E-Zegarki,Woman,Kronaby,17,1.0
36050,E-Zegarki,Man,Knock Nocky,17,1.0
